mfcc0_mean,mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,mfcc14_mean,mfcc15_mean,mfcc16_mean,mfcc17_mean,mfcc18_mean,mfcc19_mean,mfcc0_std,mfcc1_std,mfcc2_std,mfcc3_std,mfcc4_std,mfcc5_std,mfcc6_std,mfcc7_std,mfcc8_std,mfcc9_std,mfcc10_std,mfcc11_std,mfcc12_std,mfcc13_std,mfcc14_std,mfcc15_std,mfcc16_std,mfcc17_std,mfcc18_std,mfcc19_std,chroma0_mean,chroma1_mean,chroma2_mean,chroma3_mean,chroma4_mean,chroma5_mean,chroma6_mean,chroma7_mean,chroma8_mean,chroma9_mean,chroma10_mean,chroma11_mean,chroma0_std,chroma1_std,chroma2_std,chroma3_std,chroma4_std,chroma5_std,chroma6_std,chroma7_std,chroma8_std,chroma9_std,chroma10_std,chroma11_std,label,file
1.0411114e-06,0.0,-1.0411114e-06,-4.5548623e-07,1.3013893e-07,-9.760419e-08,-5.205557e-07,1.3013893e-07,-1.3013893e-07,-2.6027786e-07,-1.9520839e-07,-2.6027786e-07,-1.1712503e-06,-2.6027786e-07,-6.5069464e-08,-1.9520839e-07,-3.9041677e-07,0.0,-1.1387156e-06,-3.9041677e-07,113.9121,29.816324,25.521194,18.054476,12.913565,11.422588,15.7735815,11.489236,12.122656,15.100192,13.515663,12.959514,12.1509075,11.037881,13.701303,13.789686,11.295661,13.231632,15.679208,13.587726,0.22163884,0.31849638,0.31850314,0.38804546,0.2711012,0.62081337,0.19596341,0.22958411,0.47792768,0.25879616,0.36660078,0.16189542,0.25163868,0.34192425,0.2958145,0.369651,0.19650075,0.35777813,0.20638081,0.24449396,0.35194686,0.21656434,0.35026768,0.20060363,bati,Bati37.wav
0.0,-2.6027786e-07,3.1233342e-06,1.3013893e-06,6.5069463e-07,-2.1472922e-06,-1.3013893e-06,5.205557e-07,-3.2534732e-07,-6.5069464e-08,2.2123618e-06,6.5069464e-08,-6.8322936e-07,-3.2534732e-08,0.0,-1.9520839e-07,-1.0411114e-06,-4.8802097e-08,3.2534732e-07,1.3013893e-07,42.06446,25.659327,15.343264,16.366936,10.967224,8.914332,14.142354,9.017813,8.523522,13.785131,11.439675,10.314162,8.809566,8.657707,11.808824,10.694377,12.57328,11.33498,13.168824,15.951176,0.18414198,0.21757147,0.34578606,0.43944177,0.26462707,0.22783345,0.27440766,0.39656737,0.40003324,0.27131525,0.16933945,0.1338154,0.24781045,0.25024864,0.33480513,0.37828863,0.2816149,0.2547951,0.26622486,0.35300604,0.3503596,0.2995306,0.22500543,0.15452635,bati,Bati38.wav
-2.6027786e-07,1.3013893e-07,-2.2774312e-07,-1.3013893e-07,-3.2534732e-07,-4.5548623e-07,-5.205557e-07,-6.5069464e-08,5.5309044e-07,0.0,0.0,-1.9520839e-07,-5.5309044e-07,4.717536e-07,9.760419e-08,-3.2534732e-08,2.2774312e-07,1.3013893e-07,6.5069463e-07,-2.440105e-07,36.819927,21.354557,19.1712,15.341081,11.617196,17.068766,13.304549,10.151778,12.091143,11.298753,9.261071,11.66708,9.788891,9.302169,9.868514,12.195224,11.124482,10.5578165,12.428798,11.726389,0.4106423,0.2073482,0.2193892,0.28273687,0.29930747,0.47299114,0.2505262,0.29733646,0.4036409,0.35360107,0.3970714,0.28847066,0.34675974,0.19489788,0.22030501,0.25375304,0.26237783,0.3831542,0.21847661,0.24993914,0.3179259,0.25817865,0.33684784,0.25587785,bati,Bati39.wav
3.6438898e-06,-1.0411114e-06,-6.5069464e-08,9.76042e-07,-1.3013893e-07,-1.9520839e-07,-8.133683e-07,2.6027786e-07,0.0,1.05737875e-07,7.157641e-07,1.9520839e-07,6.8322936e-07,2.2774312e-07,-6.5069464e-08,1.7894102e-07,-2.6027786e-07,-6.5069464e-08,1.5616671e-06,-4.3921887e-07,44.645157,22.367563,22.1877,18.949541,14.958604,10.022994,8.650995,11.721853,8.527618,9.265998,7.598884,7.1732454,7.336761,7.5263634,5.962964,6.883753,8.54945,5.758686,7.1655903,6.408851,0.20421278,0.19845559,0.220824,0.24306402,0.28013387,0.39464414,0.37887505,0.401469,0.668901,0.86652344,0.66781676,0.2694366,0.20946318,0.20944993,0.21775706,0.1965609,0.180085,0.2542407,0.25429353,0.24563284,0.24945717,0.19326004,0.22668296,0.18079215,bati,Bati4.wav
-4.5548622e-06,-6.5069464e-08,-1.919549e-06,0.0,-4.88021e-07,-2.6027786e-07,2.928126e-07,3.9041677e-07,-5.205557e-07,8.947051e-08,-2.6027786e-07,-2.6027786e-07,-1.2200525e-07,0.0,1.6267366e-07,1.3013893e-07,6.66962e-07,-4.8802097e-08,3.2534732e-07,3.5788204e-07,52.318165,17.556387,20.934807,20.150024,13.76821,11.552699,10.529082,9.481954,12.801858,8.733702,8.7140875,12.166417,9.217065,12.0549345,10.865459,10.72853,9.850036,12.434229,14.821884,10.8563795,0.25117877,0.22281998,0.42896786,0.29900238,0.47382987,0.5393743,0.3504708,0.26572484,0.30652967,0.5024332,0.48559743,0.2953356,0.21566068,0.17197056,0.34593552,0.22150908,0.31865162,0.30936253,0.22787897,0.23313202,0.2640874,0.33940002,0.34833205,0.23629846,bati,Bati40.wav
9.370003e-06,3.2534732e-07,-6.3442724e-07,1.952084e-06,-6.018925e-07,7.157641e-07,-1.6267366e-07,9.760419e-08,-2.6027786e-07,4.229515e-07,-6.5069464e-08,-3.2534732e-08,0.0,1.3013893e-07,1.3013893e-07,2.6027786e-07,-2.8874575e-07,4.229515e-07,-1.3013893e-07,1.1387156e-07,68.19459,15.722719,16.67962,14.05263,14.490373,13.417107,10.102386,9.242964,11.076348,9.685256,8.679851,9.201016,7.959854,9.893912,7.950176,10.4462185,8.305872,9.210863,10.4938135,11.026165,0.5918934,0.3405506,0.33855692,0.3804382,0.36496374,0.4514593,0.3745687,0.47414365,0.37676853,0.37480184,0.38900048,0.3699712,0.30386633,0.23440696,0.25891376,0.2847268,0.26465756,0.33490032,0.25798228,0.2949006,0.26436287,0.29114592,0.33303517,0.23918925,bati,Bati41.wav
5.205557e-06,0.0,-7.8083355e-07,0.0,0.0,0.0,1.3013893e-07,-3.2534732e-08,0.0,-1.3013893e-07,-4.5548623e-07,-5.856252e-07,-3.4161468e-07,-9.760419e-08,-1.3013893e-07,-5.65291e-07,-6.5069464e-08,1.6267366e-07,-6.5069464e-08,-1.7894102e-07,64.036026,28.044483,16.679884,16.643856,9.810468,9.011034,9.370314,7.836447,7.4857535,7.2036543,6.8056693,5.8403625,6.651456,6.172736,6.870107,6.0619764,6.8296475,6.6538267,6.9924817,6.003383,0.3249207,0.33352757,0.484124,0.36241663,0.5030172,0.3547735,0.4446369,0.45627552,0.4517121,0.5754185,0.44838864,0.57053876,0.19257355,0.21366787,0.29183495,0.1983581,0.29955596,0.22971995,0.2726015,0.28765297,0.24644607,0.31667286,0.2553204,0.30804828,bati,Bati42.wav
-4.1644457e-06,4.5548623e-07,5.205557e-07,-2.6027786e-07,-5.205557e-07,2.6027786e-07,-2.6027786e-07,2.6027786e-07,-2.6027786e-07,-2.6027786e-07,-2.6027786e-07,1.9520839e-07,-2.6027786e-07,2.6027786e-07,0.0,0.0,-7.8083355e-07,-1.3013893e-07,0.0,-3.9041677e-07,103.46935,38.34426,27.337576,22.518581,13.505423,12.042834,11.703806,11.621104,15.489021,11.601219,14.032995,11.893207,10.187272,9.523186,8.399308,8.631166,8.727026,11.909661,11.531594,12.550466,0.36960903,0.26239657,0.33568013,0.25300187,0.53918105,0.2739902,0.28334936,0.42485246,0.37900087,0.5568748,0.28358388,0.2637837,0.3488683,0.22949927,0.3163921,0.19216177,0.3555323,0.24433155,0.27411702,0.35068122,0.29033977,0.37956718,0.22635916,0.21719103,bati,Bati43.wav
-5.205557e-06,-2.8630564e-06,1.0411114e-06,-5.205557e-07,-5.205557e-07,5.205557e-07,0.0,0.0,-4.5548623e-07,2.6027786e-07,2.6027786e-07,-2.6027786e-07,-7.8083355e-07,0.0,-1.5616671e-06,-1.3013893e-07,3.9041677e-07,-3.9041677e-07,0.0,5.205557e-07,68.68105,22.109554,24.82885,18.712084,13.029671,18.376574,10.8673115,14.389028,10.945444,10.327576,11.312471,9.648107,11.124429,10.511617,11.8704405,13.265175,12.620555,11.847716,15.263768,12.646881,0.31142437,0.4451007,0.49694607,0.39567062,0.4683108,0.38747555,0.60503024,0.3660793,0.37987077,0.4826129,0.37409818,0.44813645,0.1894118,0.3083336,0.33108884,0.25849655,0.2861363,0.21123452,0.3254609,0.20391563,0.22599657,0.2870439,0.21722858,0.32224873,bati,Bati44.wav
-3.513751e-06,-9.1097246e-07,-3.2534732e-07,0.0,2.1472922e-06,0.0,-2.928126e-07,7.8083355e-07,-2.6027786e-07,-6.5069464e-08,-5.3682305e-07,4.8802097e-08,-3.9041677e-07,-1.9520839e-07,-2.6027786e-07,0.0,6.3442724e-07,9.760419e-08,-1.0736461e-06,0.0,29.044262,17.240713,13.871419,17.544298,10.692718,9.458539,7.8016176,10.690275,8.168832,8.614344,6.475223,6.8683896,8.115292,6.2381206,6.6419406,6.561165,5.924188,6.59548,7.589506,7.6847997,0.44033268,0.21405192,0.21658479,0.3743738,0.314136,0.5854237,0.33630687,0.54299706,0.45332587,0.30719444,0.3870818,0.28618056,0.321147,0.18278648,0.16185392,0.29565674,0.21085528,0.35576904,0.1973398,0.31283802,0.31244665,0.20577526,0.26055515,0.21782875,bati,Bati45.wav
-1.3013893e-07,-2.6027786e-07,1.049245e-06,-2.2774312e-07,6.5069464e-08,-5.856252e-07,-5.856252e-07,-1.9520839e-07,-5.856252e-07,1.464063e-07,3.6601574e-07,1.3013893e-07,0.0,1.1387156e-07,2.6027786e-07,3.2534732e-08,-6.5069463e-07,3.2534732e-08,3.9041677e-07,-1.9520839e-07,34.59286,17.14685,11.846065,15.008565,10.144907,7.6057734,8.090019,10.042121,9.023957,7.678932,6.5415983,8.042479,7.062264,6.2093916,5.5842853,7.366909,7.266065,7.8381014,8.254931,9.298301,0.23724203,0.4454435,0.4373565,0.6522451,0.3904688,0.43545988,0.355491,0.36066642,0.47781813,0.38592485,0.4518637,0.1924053,0.167761,0.3079857,0.23067838,0.33618933,0.2296082,0.3022286,0.25625324,0.22555669,0.3170269,0.26244992,0.29385105,0.1385467,bati,Bati46.wav
-2.0822229e-06,-2.6027786e-07,0.0,-1.0411114e-06,-1.0411114e-06,-1.3013893e-07,1.1387156e-06,3.5788204e-07,0.0,-2.6027786e-07,6.5069464e-08,9.760419e-08,-1.6267366e-07,-9.760419e-08,5.205557e-07,0.0,1.6267366e-07,0.0,9.1097246e-07,-9.760419e-08,78.417114,22.69036,22.097885,18.437521,13.421772,12.029529,11.613538,10.996867,9.95837,8.059627,9.6818075,8.632847,8.211123,7.2901497,7.951355,8.942257,7.174589,8.78701,8.501552,7.212044,0.39883,0.5486174,0.4030255,0.3523698,0.45800793,0.46540856,0.6668183,0.46666333,0.5626753,0.6791673,0.4749565,0.43641865,0.22662905,0.29472807,0.2210798,0.23827697,0.27243066,0.2215123,0.27265313,0.2559481,0.277478,0.28132096,0.23049271,0.2733315,bati,Bati47.wav
9.890558e-06,-1.3013893e-07,-4.0668414e-07,1.3013893e-07,2.6027786e-07,-7.9710094e-07,-4.5548623e-07,-5.205557e-07,0.0,2.6027786e-07,-5.205557e-07,-3.9041677e-07,6.8322936e-07,-1.3013893e-07,2.2774312e-07,6.5069464e-08,-7.8083355e-07,-1.9520839e-07,-2.7654522e-07,0.0,66.364174,21.248352,19.18499,15.733428,12.232359,11.695755,9.09727,9.498791,11.950587,10.939966,9.368097,10.34836,10.302763,9.981774,11.866167,12.3062105,12.047066,11.94838,10.018924,11.262323,0.26666912,0.28789333,0.2505214,0.6244941,0.17232479,0.1768709,0.33660308,0.31605825,0.4765021,0.29461378,0.26127633,0.2749636,0.24997008,0.29668963,0.16048564,0.37383527,0.13667563,0.16861252,0.29925606,0.27872196,0.34394586,0.25178236,0.26877624,0.30073336,bati,Bati48.wav
-4.945279e-06,1.0411114e-06,2.8630564e-06,3.2534732e-07,-2.6027785e-06,2.6027786e-07,-5.205557e-07,1.691806e-06,-1.9520839e-07,-6.5069464e-08,1.9520839e-07,4.229515e-07,-1.9520839e-07,0.0,-1.1061809e-06,-3.9041677e-07,-3.9041677e-07,-1.9520839e-07,1.9520839e-07,1.7080734e-07,53.3608,27.858858,24.953949,19.076157,16.385025,13.363168,17.379679,18.277119,20.897175,11.66261,12.402178,12.681845,13.433655,14.093169,15.359365,14.666659,13.511388,14.759988,10.6559515,11.800733,0.23166028,0.23526455,0.50286585,0.19880292,0.15463863,0.23518972,0.21370605,0.33249456,0.22432083,0.40873426,0.22902326,0.18333986,0.2854127,0.2277267,0.40724045,0.20874603,0.19902773,0.28629827,0.24477543,0.3654957,0.23972854,0.36619267,0.25380793,0.2190128,bati,Bati49.wav
-5.205557e-07,-1.9520839e-07,0.0,-3.9041677e-07,-2.6027786e-07,-1.9520839e-07,5.205557e-07,-6.5069464e-08,-9.1097246e-07,0.0,-2.6027786e-07,3.9041677e-07,-5.205557e-07,-9.760419e-08,-1.3013893e-07,6.5069464e-08,1.3013893e-07,-4.8802097e-08,4.229515e-07,6.5069464e-08,45.24277,19.896559,16.506992,12.989525,10.878685,11.669244,9.784962,9.279439,10.2034855,8.3767395,8.825468,11.208978,11.845922,8.059853,9.876558,8.583344,9.552362,9.196863,9.923742,10.770497,0.37533185,0.31897044,0.41360056,0.27635407,0.36807486,0.54932284,0.42871594,0.5332473,0.38746887,0.5130187,0.3723756,0.24446745,0.2727153,0.21908724,0.31589627,0.23078755,0.2715332,0.36520416,0.2469222,0.32214195,0.20177163,0.30328026,0.27973264,0.19034846,bati,Bati5.wav
-6.767224e-06,-2.6027786e-07,-1.8219449e-06,0.0,5.856252e-07,-1.9520839e-07,-5.205557e-07,-3.0907995e-07,4.5548623e-07,1.9520839e-07,-7.157641e-07,3.9041677e-07,-1.8219449e-06,9.760419e-08,4.88021e-07,-3.2534732e-08,2.6027786e-07,1.3013893e-07,3.9041677e-07,2.6027786e-07,41.52329,18.598026,17.482428,16.292948,13.982385,11.771665,11.355381,14.453759,11.780642,10.099133,9.226113,10.343496,11.203761,8.336711,9.765141,8.683729,8.125463,9.410242,12.678243,9.0714655,0.5427792,0.21795277,0.21546698,0.29552203,0.3318465,0.5087352,0.38829762,0.41194782,0.46057925,0.508904,0.4898658,0.4479058,0.33495444,0.19299433,0.21742511,0.2713791,0.24692869,0.31062666,0.26275283,0.2735352,0.2968962,0.27768797,0.30378538,0.2986431,bati,Bati50.wav
-9.76042e-06,-1.3013893e-07,-3.2534732e-08,-7.8083355e-07,5.856252e-07,1.3013893e-07,-1.9520839e-07,-9.760419e-08,2.7654522e-07,9.760419e-08,1.6267366e-08,2.7654522e-07,3.2534732e-07,0.0,-6.5069464e-08,-1.3013893e-07,-3.9041677e-07,2.6027786e-07,-8.133683e-08,1.3013893e-07,52.179245,32.907337,20.62838,14.73101,15.264161,13.104263,11.620795,11.436506,11.884728,9.900685,8.39448,9.436393,11.653209,8.874837,10.349183,11.359523,10.578939,10.408132,10.930789,10.279823,0.30413476,0.3187827,0.4002924,0.40581453,0.40667236,0.36026138,0.46599495,0.41686022,0.5470449,0.6378157,0.53654754,0.5038007,0.20522542,0.23287448,0.2825953,0.3008329,0.28837633,0.24706337,0.29838258,0.25460446,0.2853524,0.29263565,0.2703949,0.29966518,bati,Bati51.wav
-8.979586e-06,1.0411114e-06,-5.856252e-07,-3.9041677e-07,1.2688545e-06,-1.3013893e-07,-2.6027786e-07,1.3013893e-07,-1.0411114e-06,-2.6027786e-07,2.6027786e-07,-3.5788204e-07,-6.8322936e-07,-1.3013893e-07,-8.133683e-08,2.6027786e-07,9.1097246e-07,0.0,-1.3013893e-07,1.464063e-07,88.18122,33.371906,16.223482,18.582094,10.483666,10.833195,12.276898,9.70767,9.950712,9.380922,8.629254,9.3195,8.979745,8.244704,8.919948,11.25709,10.69329,9.294664,8.947465,11.009145,0.31826603,0.28722277,0.44720283,0.47868544,0.5873371,0.5768111,0.60063773,0.39246047,0.31184387,0.39346918,0.41207618,0.41873443,0.23898305,0.21009572,0.27724174,0.286996,0.29403478,0.25640088,0.32710275,0.26306382,0.26590237,0.29220498,0.27312067,0.29138446,bati,Bati52.wav
3.6438898e-06,-5.205557e-07,-3.9041677e-07,1.6267366e-07,-3.2534732e-07,-5.2868938e-08,-5.5309044e-07,-1.6267366e-08,-1.7894102e-07,1.3013893e-07,-1.1061809e-06,2.928126e-07,-1.3013893e-07,-2.440105e-07,2.4401048e-08,3.2534732e-08,9.1097246e-07,9.760419e-08,-6.5069464e-08,5.205557e-07,58.272987,22.36961,8.613356,8.178949,11.229069,9.773725,9.608135,8.014825,8.963568,8.220449,11.313959,7.5615,8.3956175,10.601519,8.188162,9.60564,8.480967,8.388326,8.422846,8.749759,0.17778912,0.18356895,0.39283082,0.24939501,0.50057435,0.22148179,0.31316236,0.30742973,0.40229237,0.50033754,0.34769893,0.578428,0.1041223,0.13397382,0.30940133,0.13413401,0.3585816,0.109139375,0.2093501,0.24384306,0.2849242,0.3638011,0.19555415,0.32377714,bati,Bati53.wav
2.6027785e-06,-2.6027786e-07,-2.6027786e-07,1.3013893e-07,-1.6267366e-08,-1.3013893e-07,5.856252e-07,-3.2534732e-08,-3.2534732e-08,-1.3013893e-07,-3.2534732e-08,0.0,2.6027786e-07,0.0,1.7894102e-07,0.0,1.3013893e-07,0.0,1.464063e-07,2.6027786e-07,49.636803,23.47466,17.78859,13.84308,10.827257,10.544451,10.566,10.194498,8.719049,7.8641315,9.555785,8.9531355,8.3683605,6.932422,5.802142,5.997353,7.415478,6.49969,5.440954,6.1754746,0.2429034,0.23307274,0.3166168,0.33794305,0.5734971,0.5166726,0.6089454,0.5284879,0.50401187,0.6848756,0.48590484,0.4564301,0.15442091,0.16179666,0.2112569,0.21372613,0.28777206,0.24930532,0.28746074,0.2533822,0.2422741,0.29323563,0.23200977,0.2563061,bati,Bati54.wav
-1.3013893e-07,7.8083355e-07,0.0,-4.5548623e-07,-6.5069463e-07,-6.5069464e-08,-1.8219449e-06,1.464063e-07,-7.157641e-07,3.2534732e-08,-8.45903e-07,9.760419e-08,1.0573788e-06,1.464063e-07,9.76042e-07,0.0,1.1061809e-06,-1.6267366e-08,2.440105e-07,-3.2534732e-07,37.83321,16.424948,14.788922,13.1387825,10.206661,9.972154,10.262353,7.2227435,6.848592,7.2043853,6.0605364,7.437314,6.7552915,7.467407,6.1419854,7.557988,7.6587653,7.8315034,7.9354787,7.9850993,0.402451,0.56567365,0.25318658,0.31089154,0.41227096,0.34880763,0.37969002,0.3114475,0.53636825,0.38336566,0.38542065,0.4174576,0.24427922,0.31283766,0.17916268,0.23102486,0.25983986,0.22921805,0.31139207,0.21978045,0.32342765,0.2664081,0.27713293,0.2832667,bati,Bati55.wav
-2.0822229e-06,1.6592713e-06,1.3013893e-06,4.88021e-07,-9.760419e-08,0.0,1.1387156e-07,1.3013893e-07,2.1147575e-07,-1.3013893e-07,2.6027786e-07,-1.9520839e-07,2.1147575e-07,5.693578e-08,3.2534732e-07,-9.760419e-08,4.5548623e-07,-2.846789e-08,-6.5069464e-08,1.6267366e-08,46.00282,23.166481,23.290243,19.817575,11.31768,12.849902,9.771764,9.371216,7.8110504,10.326414,6.9292316,7.04502,8.228934,6.448655,6.885216,8.785166,7.5340457,8.099898,8.166477,8.436971,0.347153,0.34845185,0.50336266,0.2864217,0.37818795,0.40816876,0.4624779,0.41039988,0.31692228,0.42348105,0.25615966,0.2619378,0.29358947,0.25022146,0.36121124,0.19536214,0.30602702,0.2617101,0.31219468,0.29552627,0.25450882,0.31624934,0.2362862,0.25576854,bati,Bati56.wav
0.0,0.0,-4.5548623e-07,-5.205557e-07,2.2123618e-06,-1.3013893e-07,-2.0171533e-06,-1.9520839e-07,0.0,-2.6027786e-07,-5.205557e-07,-1.3013893e-07,2.6027786e-07,6.5069464e-08,-9.1097246e-07,1.3013893e-07,-1.3013893e-07,-1.3013893e-07,5.205557e-07,-1.464063e-07,108.52606,42.409214,16.355797,14.408532,13.576982,10.377605,11.120962,8.911205,8.903201,9.729689,8.330289,7.422134,6.8904448,5.9332914,8.857654,6.3812027,7.2629294,9.60896,11.793393,10.094548,0.27534297,0.563036,0.2156646,0.21464856,0.38789833,0.40065503,0.6494626,0.3264562,0.33700162,0.26923996,0.23086056,0.31186044,0.21462798,0.33932894,0.15383235,0.22084862,0.35268933,0.27786997,0.35456955,0.21010458,0.26245305,0.24324371,0.21418627,0.29711306,bati,Bati57.wav
-6.767224e-06,5.205557e-07,3.9041677e-07,-1.3013893e-07,1.3013893e-06,2.6027786e-07,-1.691806e-06,2.6027786e-07,-3.9041677e-07,4.5548623e-07,-9.760419e-08,-2.1147575e-07,-4.717536e-07,0.0,-1.3013893e-07,1.3013893e-07,-1.512865e-06,1.6267366e-07,-2.6027786e-07,-6.5069464e-08,60.977577,24.596006,19.258589,14.507677,15.936809,11.598636,10.053946,10.318047,12.648741,10.757663,10.418661,10.135885,9.276455,8.495049,9.081456,8.25129,8.489358,9.491221,10.981573,9.095117,0.3295248,0.37859654,0.29884657,0.39069164,0.3699599,0.6843595,0.42808473,0.4052175,0.46873406,0.37894893,0.5229706,0.32559454,0.21625537,0.31677917,0.1961989,0.29335973,0.21373993,0.31311554,0.2180192,0.2434188,0.309699,0.249881,0.31820422,0.24971646,bati,Bati58.wav
8.328891e-06,3.9041677e-07,-1.3013893e-07,-1.2363198e-06,3.2534732e-08,5.856252e-07,-3.0907995e-07,-9.760419e-08,-8.133683e-08,4.88021e-07,-4.5548623e-07,3.2534732e-08,-6.5069464e-08,-6.5069463e-07,3.4161468e-07,1.3013893e-07,-1.3013893e-07,-2.2774312e-07,-6.5069463e-07,3.9041677e-07,68.88415,24.300863,19.785994,20.953915,10.135115,14.130714,9.639841,9.40685,9.670507,8.85955,8.0964775,8.524606,10.2247,7.0448165,7.4459677,8.749832,7.3027754,8.306921,13.999227,13.443893,0.23006034,0.18345219,0.24832377,0.31243932,0.5248458,0.5682794,0.4180791,0.44347638,0.39756066,0.5765088,0.4414846,0.32898343,0.23074514,0.21799168,0.23421621,0.2503474,0.3126688,0.30512297,0.30088437,0.33082965,0.2941776,0.34285644,0.25261614,0.23520389,bati,Bati59.wav
2.0822229e-06,-5.205557e-07,0.0,-2.6027786e-07,-2.0822229e-06,0.0,-5.205557e-07,0.0,-1.3013893e-07,-1.6267366e-07,2.2774312e-07,-3.9041677e-07,1.3013893e-07,-1.3013893e-07,1.0573788e-06,2.2774312e-07,1.3013893e-07,9.760419e-08,0.0,1.3013893e-07,96.22092,20.092855,16.483805,14.064847,11.5649805,8.948911,9.209204,9.886818,11.311805,9.685745,9.307335,8.760918,8.656494,7.1217175,7.690841,7.863168,7.587621,7.613428,8.550491,7.429394,0.32048646,0.25437814,0.46530646,0.23002304,0.50342435,0.30645943,0.2251051,0.3405918,0.24936253,0.63892716,0.23900215,0.23601024,0.27459636,0.18362182,0.34437045,0.15635067,0.36728477,0.23539457,0.16692422,0.28951487,0.18081115,0.34410486,0.18822351,0.22484212,bati,Bati6.wav
-2.0822229e-06,1.0411114e-06,-4.88021e-07,-2.6027786e-07,1.7568755e-06,1.3013893e-06,1.3664587e-06,1.9520839e-07,-3.9041677e-07,-5.856252e-07,-2.2774312e-07,-1.3013893e-06,-4.3921887e-07,-3.5788204e-07,7.8083355e-07,1.3013893e-07,9.760419e-08,-2.2774312e-07,-5.5309044e-07,2.1147575e-07,50.75822,23.863665,15.452288,15.494639,17.715897,15.3043785,15.381793,11.067985,13.856342,11.424238,10.207217,9.525798,10.812593,8.755838,10.198424,10.688875,9.107153,9.691611,10.255477,8.100479,0.2852175,0.44390008,0.4880899,0.33399895,0.31550062,0.3307976,0.4003235,0.22285138,0.2891799,0.41035116,0.36809713,0.2907926,0.24263474,0.31235158,0.3423349,0.29230955,0.28896624,0.2619259,0.29674163,0.20317759,0.25132686,0.29916528,0.32447422,0.2711802,bati,Bati60.wav
-1.5616671e-06,2.6027785e-06,-1.5616671e-06,1.3013893e-07,1.2200525e-06,2.1147575e-07,2.928126e-07,-9.760419e-08,1.9520839e-07,-1.9520839e-07,-7.8083355e-07,-1.3013893e-07,-1.6267366e-08,-1.6267366e-08,7.8083355e-07,-3.2534732e-08,5.205557e-07,1.3013893e-07,2.1147575e-07,4.0668414e-08,29.977646,16.678982,11.894247,12.339687,10.796529,8.277823,8.583982,7.5720887,7.502622,7.204508,6.2971287,6.298696,6.3369226,4.894151,5.726278,6.0154686,5.995099,8.023942,6.611552,7.637104,0.47079146,0.39202514,0.3535183,0.46702284,0.5387041,0.35894284,0.32406107,0.36835828,0.4533039,0.39538687,0.40577376,0.5339108,0.29685712,0.28649443,0.24055688,0.28866908,0.3202545,0.24152249,0.24409536,0.2613677,0.29278532,0.28820747,0.25065264,0.3212953,bati,Bati61.wav
-7.2877797e-06,-9.760419e-08,6.5069463e-07,3.2534732e-07,1.6430039e-06,1.9520839e-07,1.3013893e-06,1.464063e-07,3.0094625e-07,5.693578e-07,3.2534732e-08,-3.9041677e-07,-2.6027786e-07,-2.928126e-07,4.5548623e-07,1.3013893e-07,-2.6027786e-07,1.9520839e-07,1.464063e-07,1.3013893e-07,62.354076,27.524427,16.89432,18.121616,19.543474,14.503854,16.181343,10.66514,13.467562,11.271983,9.857747,10.625895,9.8744955,10.313343,9.164638,9.642166,8.538055,9.072022,10.14638,7.304831,0.28825292,0.49553666,0.48359153,0.39234567,0.35700253,0.33054724,0.36472452,0.24471787,0.30952787,0.3945224,0.3114465,0.23894276,0.23475884,0.33799565,0.33911398,0.30888814,0.27939197,0.24773362,0.29020467,0.21366882,0.2486107,0.3010418,0.29378104,0.23411779,bati,Bati62.wav
-5.2706264e-06,7.482988e-07,2.6027786e-07,2.6027786e-07,3.2534732e-08,-1.9520839e-07,3.5788204e-07,1.3013893e-07,4.88021e-07,-9.1097246e-07,-2.928126e-07,4.88021e-07,1.2200524e-08,0.0,1.6267366e-07,-1.3013893e-07,1.464063e-07,-3.2534732e-08,0.0,3.9041677e-07,54.11599,14.456949,19.909704,11.7299,10.437375,9.168204,9.66773,7.856905,7.0484104,7.983208,8.117915,6.0424275,6.2312894,5.5554485,6.7706094,5.426826,6.481402,5.44645,6.4637303,5.676165,0.45278448,0.35941818,0.5852258,0.38712814,0.48131636,0.51188314,0.4719711,0.5378529,0.42821804,0.5650761,0.44477722,0.31455064,0.29743987,0.18461406,0.31445602,0.19828011,0.27049857,0.27815926,0.2419718,0.2947939,0.26188797,0.29303226,0.24504755,0.17276046,bati,Bati63.wav
-1.4055004e-05,-1.1712503e-06,-1.0411114e-06,-5.205557e-07,9.76042e-07,1.5616671e-06,-1.8870144e-06,2.6027786e-07,1.8870144e-06,-4.8802097e-08,2.6027786e-07,-3.2534732e-08,3.2534732e-07,-9.760419e-08,-2.928126e-07,-9.760419e-08,4.3921887e-07,-3.5788204e-07,-8.133683e-08,1.05737875e-07,67.50846,22.470388,25.71441,21.105097,10.730772,11.332786,8.7915,8.159569,7.2855945,7.6102004,10.354887,9.102899,8.886306,6.3141136,8.982949,6.623993,6.2601523,6.6388073,5.0474334,5.136753,0.16626574,0.35553575,0.37319854,0.479809,0.22714408,0.17465636,0.19318095,0.14904615,0.22123747,0.263571,0.4995599,0.16343243,0.20924765,0.3650299,0.27397949,0.38400894,0.2246564,0.2274411,0.28193516,0.19895646,0.31638724,0.21410082,0.38143298,0.15948159,bati,Bati64.wav
